,index,Total:,    Population_of_one_race:,        White_alone,        Black_or_African_American_alone,        American_Indian_and_Alaska_Native_alone,        Asian_alone,        Native_Hawaiian_and_Other_Pacific_Islander_alone,        Some_Other_Race_alone,year
1592,"Washington County, Missouri","25,195","24,889","24,142",557,100,48,5,37,2010
1593,"Washington County, Missouri","23,514","22,298","21,465",610,79,40,1,103,2020
1593,"Wayne County, Missouri","13,521","13,306","13,138",38,56,32,2,40,2010
1594,"Webster County, Missouri","36,202","35,643","34,855",326,244,74,8,136,2010
1594,"Wayne County, Missouri","10,974","10,345","10,165",50,72,23,5,30,2020
1595,"Worth County, Missouri","2,171","2,157","2,121",12,5,6,0,13,2010
1595,"Webster County, Missouri","39,085","37,079","36,178",203,273,141,10,274,2020
1596,"Wright County, Missouri","18,815","18,575","18,289",88,106,54,8,30,2010
1596,"Worth County, Missouri","1,973","1,917","1,897",0,4,6,5,5,2020
1597,"St. Louis city, Missouri","319,294","311,732","140,267","157,160",838,"9,291",74,"4,102",2010
1597,"Wright County, Missouri","18,188","17,199","16,813",118,79,48,5,136,2020
1598,"St. Louis city, Missouri","301,578","283,205","132,292","129,814",948,"12,289",102,"7,760",2020
1598,"Beaverhead County, Montana","9,246","9,096","8,765",23,127,36,38,107,2010
1599,"Big Horn County, Montana","12,865","12,529","4,035",31,"8,275",59,3,126,2010
1599,"Beaverhead County, Montana","9,371","8,798","8,451",29,132,39,3,144,2020
1600,"Big Horn County, Montana","13,124","12,477","3,520",11,"8,794",46,9,97,2020
1600,"Blaine County, Montana","6,491","6,364","3,130",7,"3,208",6,1,12,2010
1601,"Broadwater County, Montana","5,612","5,527","5,401",15,73,9,11,18,2010
1601,"Blaine County, Montana","7,044","6,748","2,956",13,"3,718",13,0,48,2020
1602,"Carbon County, Montana","10,078","9,977","9,793",33,84,22,3,42,2010
1602,"Broadwater County, Montana","6,774","6,347","6,222",17,63,7,0,38,2020
1603,"Carter County, Montana","1,160","1,151","1,135",1,11,1,0,3,2010
1603,"Carbon County, Montana","10,473","9,949","9,720",22,111,21,0,75,2020
1604,"Carter County, Montana","1,415","1,359","1,347",0,7,1,0,4,2020
1604,"Cascade County, Montana","81,327","78,380","72,584","1,010","3,487",684,89,526,2010
1605,"Cascade County, Montana","84,414","77,679","70,265","1,196","4,004",952,123,"1,139",2020
1605,"Chouteau County, Montana","5,813","5,722","4,409",3,"1,267",21,6,16,2010
1606,"Custer County, Montana","11,699","11,514","11,174",34,196,37,9,64,2010
1606,"Chouteau County, Montana","5,895","5,682","4,214",10,"1,409",18,0,31,2020
1607,"Custer County, Montana","11,867","11,276","10,838",71,207,52,7,101,2020
1607,"Daniels County, Montana","1,751","1,722","1,676",3,37,4,0,2,2010
1608,"Daniels County, Montana","1,661","1,532","1,474",0,40,13,3,2,2020
1608,"Dawson County, Montana","8,966","8,823","8,582",27,156,27,4,27,2010
1609,"Dawson County, Montana","8,940","8,458","8,080",42,178,57,1,100,2020
1609,"Deer Lodge County, Montana","9,298","9,064","8,660",38,285,29,4,48,2010
1610,"Fallon County, Montana","2,890","2,852","2,814",2,12,17,2,5,2010
1610,"Deer Lodge County, Montana","9,421","8,987","8,638",23,239,37,2,48,2020
1611,"Fergus County, Montana","11,586","11,410","11,193",25,143,27,0,22,2010
1611,"Fallon County, Montana","3,049","2,941","2,888",5,27,7,3,11,2020
1612,"Fergus County, Montana","11,446","10,924","10,673",21,132,38,0,60,2020
1612,"Flathead County, Montana","90,928","89,004","86,802",201,"1,028",531,58,384,2010
1613,"Gallatin County, Montana","89,513","87,855","85,084",289,781,"1,027",68,606,2010
1613,"Flathead County, Montana","104,357","97,716","94,605",280,985,717,90,"1,039",2020
1614,"Gallatin County, Montana","118,960","111,151","105,886",526,"1,043","1,413",99,"2,184",2020
1614,"Garfield County, Montana","1,206","1,200","1,189",3,5,1,0,2,2010
1615,"Glacier County, Montana","13,399","13,027","4,165",17,"8,795",26,1,23,2010
1615,"Garfield County, Montana","1,173","1,145","1,126",0,10,2,1,6,2020
1616,"Golden Valley County, Montana",884,865,831,0,9,6,0,19,2010
1616,"Glacier County, Montana","13,778","12,888","3,526",20,"9,253",40,16,33,2020
1617,"Granite County, Montana","3,079","3,027","3,001",3,13,3,1,6,2010
1617,"Golden Valley County, Montana",823,761,724,10,4,0,4,19,2020
1618,"Hill County, Montana","16,096","15,562","11,896",50,"3,497",67,7,45,2010
1618,"Granite County, Montana","3,309","3,161","3,089",0,31,8,3,30,2020
1619,"Jefferson County, Montana","11,406","11,152","10,889",16,163,40,2,42,2010
1619,"Hill County, Montana","16,309","15,172","11,172",46,"3,763",79,8,104,2020
1620,"Jefferson County, Montana","12,085","11,337","11,016",16,162,50,0,93,2020
1620,"Judith Basin County, Montana","2,072","2,058","2,036",1,17,2,0,2,2010
1621,"Lake County, Montana","28,746","26,655","19,945",98,"6,328",115,17,152,2010
1621,"Judith Basin County, Montana","2,023","1,931","1,895",9,1,4,3,19,2020
1622,"Lake County, Montana","31,134","28,072","20,640",64,"6,953",141,25,249,2020
1622,"Lewis and Clark County, Montana","63,395","61,843","59,605",217,"1,335",354,44,288,2010
1623,"Lewis and Clark County, Montana","70,973","65,968","63,037",282,"1,363",559,54,673,2020
1623,"Liberty County, Montana","2,339","2,312","2,296",2,5,3,1,5,2010
1624,"Liberty County, Montana","1,959","1,881","1,856",2,10,6,1,6,2020
1624,"Lincoln County, Montana","19,687","19,226","18,881",23,182,60,9,71,2010
1625,"McCone County, Montana","1,734","1,713","1,699",4,7,2,0,1,2010
1625,"Lincoln County, Montana","19,677","18,509","17,948",37,223,101,22,178,2020
1626,"McCone County, Montana","1,729","1,655","1,606",1,23,8,2,15,2020
1626,"Madison County, Montana","7,691","7,587","7,445",15,38,26,0,63,2010
1627,"Meagher County, Montana","1,891","1,867","1,852",2,5,6,0,2,2010
1627,"Madison County, Montana","8,623","8,191","8,012",15,34,30,6,94,2020
1628,"Meagher County, Montana","1,927","1,819","1,789",13,4,3,0,10,2020
1628,"Mineral County, Montana","4,223","4,121","4,007",11,63,30,0,10,2010
1629,"Mineral County, Montana","4,535","4,244","4,097",10,68,21,5,43,2020
1629,"Missoula County, Montana","109,299","106,456","101,320",445,"2,872","1,236",105,478,2010
1630,"Musselshell County, Montana","4,538","4,453","4,360",10,61,10,2,10,2010
1630,"Missoula County, Montana","117,922","109,801","101,540",752,"3,299","1,456",125,"2,629",2020
1631,"Musselshell County, Montana","4,730","4,516","4,339",7,102,22,6,40,2020
1631,"Park County, Montana","15,636","15,379","15,090",21,131,52,5,80,2010
1632,"Park County, Montana","17,191","16,276","15,849",62,159,75,1,130,2020
1632,"Petroleum County, Montana",494,488,488,0,0,0,0,0,2010
1633,"Petroleum County, Montana",496,467,466,0,0,1,0,0,2020
1633,"Phillips County, Montana","4,253","4,082","3,702",1,351,10,1,17,2010
1634,"Pondera County, Montana","6,153","6,007","5,086",7,890,13,0,11,2010
1634,"Phillips County, Montana","4,217","3,935","3,524",5,341,15,0,50,2020
1635,"Powder River County, Montana","1,743","1,707","1,656",1,27,3,0,20,2010
1635,"Pondera County, Montana","5,898","5,641","4,676",5,907,25,11,17,2020
1636,"Powell County, Montana","7,027","6,938","6,494",69,310,33,2,30,2010
1636,"Powder River County, Montana","1,694","1,595","1,547",5,33,0,0,10,2020
1637,"Prairie County, Montana","1,179","1,146","1,136",0,2,6,0,2,2010
1637,"Powell County, Montana","6,946","6,615","6,092",67,408,23,3,22,2020
1638,"Ravalli County, Montana","40,212","39,453","38,546",79,360,208,23,237,2010
1638,"Prairie County, Montana","1,088","1,026","1,004",2,13,7,0,0,2020
1639,"Richland County, Montana","9,746","9,540","9,259",13,161,24,1,82,2010
1639,"Ravalli County, Montana","44,174","41,641","40,362",94,369,253,29,534,2020
1640,"Roosevelt County, Montana","10,425","10,114","3,736",13,"6,297",45,2,21,2010
1640,"Richland County, Montana","11,491","10,691","10,117",63,180,121,5,205,2020
1641,"Rosebud County, Montana","9,233","8,978","5,664",25,"3,202",42,3,42,2010
1641,"Roosevelt County, Montana","10,794","10,018","3,630",32,"6,246",48,0,62,2020
1642,"Rosebud County, Montana","8,329","7,902","4,834",20,"2,948",38,2,60,2020
1642,"Sanders County, Montana","11,413","11,054","10,453",17,505,34,1,44,2010
1643,"Sheridan County, Montana","3,384","3,318","3,229",7,57,14,0,11,2010
1643,"Sanders County, Montana","12,400","11,576","10,888",23,459,56,3,147,2020
1644,"Silver Bow County, Montana","34,200","33,479","32,292",111,655,165,23,233,2010
1644,"Sheridan County, Montana","3,539","3,315","3,200",14,63,13,0,25,2020
1645,"Stillwater County, Montana","9,117","8,974","8,823",9,73,29,2,38,2010
1645,"Silver Bow County, Montana","35,133","33,073","31,800",131,565,219,20,338,2020
1646,"Sweet Grass County, Montana","3,651","3,595","3,528",4,15,24,1,23,2010
1646,"Stillwater County, Montana","8,963","8,430","8,216",17,89,25,0,83,2020
1647,"Teton County, Montana","6,073","5,960","5,847",3,88,8,1,13,2010
1647,"Sweet Grass County, Montana","3,678","3,450","3,375",8,25,15,4,23,2020
1648,"Toole County, Montana","5,324","5,221","4,896",29,241,23,1,31,2010
1648,"Teton County, Montana","6,226","5,877","5,685",21,102,18,6,45,2020
1649,"Treasure County, Montana",718,697,674,0,6,3,0,14,2010
1649,"Toole County, Montana","4,971","4,730","4,268",32,346,37,1,46,2020
1650,"Valley County, Montana","7,369","7,214","6,409",17,724,37,3,24,2010
1650,"Treasure County, Montana",762,729,698,1,20,4,1,5,2020
1651,"Valley County, Montana","7,578","7,191","6,392",15,696,21,0,67,2020
1651,"Wheatland County, Montana","2,168","2,116","2,078",7,10,12,0,9,2010
1652,"Wheatland County, Montana","2,069","1,915","1,877",6,18,3,0,11,2020
1652,"Wibaux County, Montana","1,017","1,005",993,0,4,5,0,3,2010
1653,"Wibaux County, Montana",937,889,870,2,7,2,2,6,2020
1653,"Yellowstone County, Montana","147,972","143,860","134,228",935,"5,881",939,114,"1,763",2010
1654,"Yellowstone County, Montana","164,731","152,893","139,965","1,309","7,226","1,320",232,"2,841",2020
1654,"Adams County, Nebraska","31,364","30,942","28,821",248,131,441,15,"1,286",2010
1655,"Adams County, Nebraska","31,205","29,093","26,656",258,186,429,9,"1,555",2020
1655,"Antelope County, Nebraska","6,685","6,644","6,517",19,11,20,0,77,2010
1656,"Antelope County, Nebraska","6,295","6,091","5,937",22,16,22,1,93,2020
1656,"Arthur County, Nebraska",460,456,439,0,2,1,0,14,2010
1657,"Arthur County, Nebraska",434,403,400,3,0,0,0,0,2020
1657,"Banner County, Nebraska",690,685,660,0,3,0,0,22,2010
1658,"Banner County, Nebraska",674,635,614,0,5,3,0,13,2020
1658,"Blaine County, Nebraska",478,475,474,1,0,0,0,0,2010
1659,"Blaine County, Nebraska",431,407,397,1,0,3,0,6,2020
1659,"Boone County, Nebraska","5,505","5,487","5,422",23,12,11,1,18,2010
1660,"Boone County, Nebraska","5,379","5,213","5,091",21,18,7,1,75,2020
1660,"Box Butte County, Nebraska","11,308","11,025","10,149",52,409,34,2,379,2010
1661,"Box Butte County, Nebraska","10,842","9,989","9,063",66,365,75,5,415,2020
1661,"Boyd County, Nebraska","2,099","2,079","2,035",1,12,17,2,12,2010
1662,"Boyd County, Nebraska","1,810","1,755","1,724",0,18,0,0,13,2020
1662,"Brown County, Nebraska","3,145","3,119","3,088",2,9,7,0,13,2010
1663,"Brown County, Nebraska","2,903","2,790","2,664",2,12,8,0,104,2020
1663,"Buffalo County, Nebraska","46,102","45,479","42,746",383,129,596,13,"1,612",2010
1664,"Buffalo County, Nebraska","50,084","47,159","43,363",643,275,670,33,"2,175",2020
1664,"Burt County, Nebraska","6,858","6,774","6,579",26,115,17,2,35,2010
1665,"Burt County, Nebraska","6,722","6,456","6,248",22,83,35,17,51,2020
1665,"Butler County, Nebraska","8,395","8,338","8,192",24,11,27,0,84,2010
1666,"Butler County, Nebraska","8,369","8,078","7,725",28,23,9,1,292,2020
1666,"Cass County, Nebraska","25,241","24,875","24,457",87,83,85,13,150,2010
1667,"Cass County, Nebraska","26,598","25,261","24,633",103,99,108,9,309,2020
1667,"Cedar County, Nebraska","8,852","8,791","8,703",7,22,7,0,52,2010
1668,"Cedar County, Nebraska","8,380","8,195","8,064",28,13,12,2,76,2020
1668,"Chase County, Nebraska","3,966","3,918","3,644",5,3,4,0,262,2010
1669,"Chase County, Nebraska","3,893","3,647","3,310",20,9,11,0,297,2020
1669,"Cherry County, Nebraska","5,713","5,572","5,180",13,335,20,1,23,2010
1670,"Cherry County, Nebraska","5,455","5,175","4,830",11,292,7,0,35,2020
1670,"Cheyenne County, Nebraska","9,998","9,871","9,404",19,66,158,5,219,2010
1671,"Cheyenne County, Nebraska","9,468","8,990","8,518",60,52,75,1,284,2020
1671,"Clay County, Nebraska","6,542","6,447","6,082",22,31,10,1,301,2010
1672,"Clay County, Nebraska","6,104","5,795","5,502",10,34,10,0,239,2020
1672,"Colfax County, Nebraska","10,515","10,302","7,635",89,114,28,5,"2,431",2010
1673,"Colfax County, Nebraska","10,582","9,551","5,839",378,301,50,2,"2,981",2020
1673,"Cuming County, Nebraska","9,139","9,037","8,518",13,29,18,3,456,2010
1674,"Cuming County, Nebraska","9,013","8,581","7,841",23,71,18,9,619,2020
1674,"Custer County, Nebraska","10,939","10,831","10,663",28,35,15,0,90,2010
1675,"Custer County, Nebraska","10,545","10,180","9,920",48,43,19,2,148,2020
1675,"Dakota County, Nebraska","21,006","20,523","14,810",660,566,631,44,"3,812",2010
1676,"Dakota County, Nebraska","21,582","18,292","11,028","1,613",711,609,154,"4,177",2020
1676,"Dawes County, Nebraska","9,182","8,949","8,208",134,362,95,46,104,2010
1677,"Dawes County, Nebraska","8,199","7,753","7,069",164,341,53,6,120,2020
1677,"Dawson County, Nebraska","24,326","23,814","18,978",744,199,140,45,"3,708",2010
1678,"Dawson County, Nebraska","24,111","21,601","15,098","1,210",270,200,46,"4,777",2020
1678,"Deuel County, Nebraska","1,941","1,918","1,883",1,10,5,0,19,2010
1679,"Deuel County, Nebraska","1,838","1,763","1,709",1,13,6,0,34,2020
1679,"Dixon County, Nebraska","6,000","5,942","5,548",18,23,10,5,338,2010
1680,"Dixon County, Nebraska","5,606","5,216","4,735",18,33,22,0,408,2020
1680,"Dodge County, Nebraska","36,691","36,171","33,337",205,180,191,75,"2,183",2010
1681,"Dodge County, Nebraska","37,167","34,547","30,548",247,349,204,20,"3,179",2020
1681,"Douglas County, Nebraska","517,110","502,621","395,025","60,071","3,731","13,755",394,"29,645",2010
1682,"Douglas County, Nebraska","584,526","534,285","398,426","64,721","5,779","27,827",500,"37,032",2020
1682,"Dundy County, Nebraska","2,008","1,982","1,914",7,13,2,2,44,2010
1683,"Dundy County, Nebraska","1,654","1,576","1,506",7,20,1,3,39,2020
1683,"Fillmore County, Nebraska","5,890","5,842","5,703",36,28,9,0,66,2010
1684,"Fillmore County, Nebraska","5,551","5,351","5,227",22,21,13,1,67,2020
1684,"Franklin County, Nebraska","3,225","3,191","3,163",2,10,3,0,13,2010
1685,"Franklin County, Nebraska","2,889","2,820","2,760",6,6,17,0,31,2020
1685,"Frontier County, Nebraska","2,756","2,734","2,711",0,8,4,0,11,2010
1686,"Frontier County, Nebraska","2,519","2,431","2,376",17,6,0,3,29,2020
1686,"Furnas County, Nebraska","4,959","4,905","4,804",10,20,10,2,59,2010
1687,"Furnas County, Nebraska","4,636","4,415","4,293",9,31,6,0,76,2020
1687,"Gage County, Nebraska","22,311","22,012","21,610",72,108,86,3,133,2010
1688,"Gage County, Nebraska","21,704","20,827","20,298",140,100,99,2,188,2020
1688,"Garden County, Nebraska","2,057","2,028","1,987",4,12,0,0,25,2010
1689,"Garden County, Nebraska","1,874","1,801","1,748",7,4,2,1,39,2020
1689,"Garfield County, Nebraska","2,049","2,044","2,033",3,0,2,1,5,2010
1690,"Garfield County, Nebraska","1,813","1,765","1,758",3,3,0,0,1,2020
1690,"Gosper County, Nebraska","2,044","2,018","1,984",8,2,4,0,20,2010
1691,"Gosper County, Nebraska","1,893","1,822","1,778",4,4,11,1,24,2020
1691,"Grant County, Nebraska",614,609,604,0,1,1,0,3,2010
1692,"Grant County, Nebraska",611,599,580,5,12,1,0,1,2020
1692,"Greeley County, Nebraska","2,538","2,525","2,478",16,5,2,0,24,2010
1693,"Greeley County, Nebraska","2,188","2,152","2,102",1,5,6,1,37,2020
1693,"Hall County, Nebraska","58,607","57,385","48,413","1,023",529,607,112,"6,701",2010
1694,"Hall County, Nebraska","62,895","56,996","43,702","1,919",913,727,37,"9,698",2020
1694,"Hamilton County, Nebraska","9,124","9,059","8,955",19,15,18,1,51,2010
1695,"Hamilton County, Nebraska","9,429","9,091","8,894",27,40,15,2,113,2020
1695,"Harlan County, Nebraska","3,423","3,406","3,367",1,15,7,0,16,2010
1696,"Hayes County, Nebraska",967,966,939,0,2,3,1,21,2010
1696,"Harlan County, Nebraska","3,073","2,974","2,926",2,16,11,0,19,2020
1697,"Hayes County, Nebraska",856,811,768,0,5,2,0,36,2020
1697,"Hitchcock County, Nebraska","2,908","2,883","2,839",7,12,3,0,22,2010
1698,"Hitchcock County, Nebraska","2,616","2,525","2,497",1,0,2,4,21,2020
1698,"Holt County, Nebraska","10,435","10,385","10,132",16,29,18,8,182,2010
1699,"Holt County, Nebraska","10,127","9,848","9,460",43,53,52,1,239,2020
1699,"Hooker County, Nebraska",736,732,728,0,4,0,0,0,2010
1700,"Hooker County, Nebraska",711,676,665,4,5,1,0,1,2020
1700,"Howard County, Nebraska","6,274","6,202","6,122",15,22,12,2,29,2010
1701,"Howard County, Nebraska","6,475","6,297","6,200",14,27,12,1,43,2020
1701,"Jefferson County, Nebraska","7,547","7,456","7,323",24,27,18,2,62,2010
1702,"Jefferson County, Nebraska","7,240","6,932","6,671",20,45,15,0,181,2020
1702,"Johnson County, Nebraska","5,217","5,191","4,546",278,58,71,0,238,2010
1703,"Kearney County, Nebraska","6,489","6,411","6,284",12,16,11,3,85,2010
1703,"Johnson County, Nebraska","5,290","5,072","4,187",315,52,76,0,442,2020
1704,"Keith County, Nebraska","8,368","8,236","8,005",18,41,33,0,139,2010
1704,"Kearney County, Nebraska","6,688","6,377","6,159",3,19,12,9,175,2020
1705,"Keya Paha County, Nebraska",824,821,817,0,1,1,0,2,2010
1705,"Keith County, Nebraska","8,335","7,855","7,509",19,35,46,7,239,2020
1706,"Kimball County, Nebraska","3,821","3,751","3,599",6,50,27,2,67,2010
1706,"Keya Paha County, Nebraska",769,746,737,0,2,0,1,6,2020
